,comments,label
17177,에이~~~ 이자 안받을게요~!~! ㅋㅋㅋㅋㅋ,
17178,와 출시한지 얼마나 됐다고 0.0012%나 할인을;사신 분들 억울하실 듯,
17179,아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17180,무슨 봉투값도 아니고...,
17181,부들부들,
17182,ㅋㅋㅋㅋㅋㅋㅋㅌ,
17183,쒸익... 헐레벌떡 뛰어왔더니만.... 쒸익 쒸익,
17184,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17185,ㅇㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17186,20원ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17187,10뭔데..달러인줄,
17188,ㅋㅋㅋㄲ ㄲ ㄲㅋㅋㅋㅋㅋㄲ,
17189,프린트하는 값이 더들겠다,
17190,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,
17191,아.. 20만원인줄알았잖아옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17192,사람 놀리냐구요ㅠㅠㅠㅠ,
17193,하이마트가 더 싸긴하네^^;,
17194,와우........,
17195,하 설렜다...,
17196,악ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ터졌어요20원,
17197,20원이나 할인해준다구요? 대박이네요~~!!!!,
17198,이러다가 핸드폰 기본 값 200 하겠네,
17199,부들부들,
17200,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17201,뭔ㅋㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋㅋㅋ저게뭐예옄ㅋㅋㅋㅋ 놀리는것도 아니곸ㅋㅋㅋㅋ,
17202,통신사지원금 하이마트지원금 각각 십원인거 왜이리 웃기냐,
17203,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌ,
17204,네?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17205,아..30원 모자랐는데 까비,
17206,아 제가 100원 빌려드릴게요^^ㅎㅎ,
17207,그래놓고 이자 붙여서 150원 받으실거잖아요 저 그런거 안속아요,
17208,에이~~~ 이자 안받을게요~!~! ㅋㅋㅋㅋㅋ,
17209,와 출시한지 얼마나 됐다고 0.0012%나 할인을;사신 분들 억울하실 듯,
17210,아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17211,무슨 봉투값도 아니고...,
17212,부들부들,
17213,ㅋㅋㅋㅋㅋㅋㅋㅌ,
17214,쒸익... 헐레벌떡 뛰어왔더니만.... 쒸익 쒸익,
17215,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17216,ㅇㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17217,20원ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17218,10뭔데..달러인줄,
17219,ㅋㅋㅋㄲ ㄲ ㄲㅋㅋㅋㅋㅋㄲ,
17220,프린트하는 값이 더들겠다,
17221,zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,
17222,아.. 20만원인줄알았잖아옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17223,사람 놀리냐구요ㅠㅠㅠㅠ,
17224,하이마트가 더 싸긴하네^^;,
17225,와우........,
17226,하 설렜다...,
17227,악ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ터졌어요20원,
17228,20원이나 할인해준다구요? 대박이네요~~!!!!,
17229,이러다가 핸드폰 기본 값 200 하겠네,
17230,우와.......,
17231,헐... 대박스;,
17232,????!,
17233,헐...대박,
17234,헐,
17235,우와.... 카메라같아요 신기하다...,
17236,헐,
17237,헐 대박,
17238,와...,
17239,와,
17240,와 처음에 딱 보고 별로 흐릿한데? 했던 제 모습 반성합니다,
17241,와 대박,
17242,오오 좀 무서운데요.....,
17243,폰 진짜 예쁘네,
17244,와우 열면서 던지고 받기,
17245,옼,
17246,진짜 예쁘다...,
17247,밑에 쿠션감 있는 거 필수,
17248,오 머싰다,
17249,구릴줄알았는데 짱멋,
17250,잘 보완해서 계속 시리즈 내줫으면 ㅜㅜㅜㅜ한번은 꼭 써보고 싶어욥,
17251,2 ㅠ ㅅ ㅠ 하필 아이폰11사고난 뒤에 z플립 나와서ㅠ 담엔 꼭 쓸겁니다ㅠ,
17252,우왘ㅋㅋㅋㅋㅋ,
17253,홀 신기,
17254,허루ㅜ 너무 예뻐요,
17255,폰주인은 절대 못하는데 주위에서 해보려고 난리칠듯한 동작이다,
17256,"헉,,, 그러다가 떨어트려서 기스내고아,, 그래도 깨진건 아니네 괜찮지? 하고 갈듯요,,, 소름끼쳐",
17257,아 진짜 넘 예쁨,
17258,와우 저같은 쫄보는 못해요..,
17259,??? : 어디한번 아스팔트 위에서 해보시지,
17260,비포장도로 위에서 하면...,
17261,ㅣ저렇게못열텐데......,
17262,대박,
17263,갤럭시폴드 처음 공개되던 순간을 잊을 수가 없음... 펼치니 꽉 차는 화면과 함께 사람들의 탄성...,
17264,기술력 진짜 무슨 일,
17265,오 그럼 갤럭시21에도 적용될가능성있나 노치랑 홀없는폰 엄버중인데,
17266,카메라 렌즈가 액정밑에 있단 건가염 뭔가 상상이 안되엄 봐야정확하게 이해할듯염 아님 베젤에 렌즈가 들어가나 어렵군여,
17267,말 그대로 액정이 있으면 그 밑에 렌즈를 넣어 화면에 카메라 구멍을 만들지 않겠다라는 소리가 아닐까요?,
17268,루머란거 아니에요...?,
17269,루머면 루먼데 이게 루머가 아니고 사실이면 삼성은 외계인을 데려와 고문하는게 아니고 외계인을 양육하는겁니다,
17270,헐..루머라도 곧 현실될듯여,
17271,매년 새로운거 내느라고 힘들겠다ㅋㅋㅜㅜ,
17272,"삼성 : 아 루먼데,, (부담)",
17273,이런거 그만 만들고 오픈형 무선 이어폰 만들어줬음 좋겠네요,
17274,이쯤되면 외계인도 즐기는 수준,
17275,우왕...우리나라 기업이라는게 자랑스럽..!!!,
17276,또 외계인을 얼마나 납치한거죠... 루머라도 실현될 각,
17277,대박,
17278,갤럭시폴드 처음 공개되던 순간을 잊을 수가 없음... 펼치니 꽉 차는 화면과 함께 사람들의 탄성...,
17279,기술력 진짜 무슨 일,
17280,오 그럼 갤럭시21에도 적용될가능성있나 노치랑 홀없는폰 엄버중인데,
17281,카메라 렌즈가 액정밑에 있단 건가염 뭔가 상상이 안되엄 봐야정확하게 이해할듯염 아님 베젤에 렌즈가 들어가나 어렵군여,
17282,말 그대로 액정이 있으면 그 밑에 렌즈를 넣어 화면에 카메라 구멍을 만들지 않겠다라는 소리가 아닐까요?,
17283,루머란거 아니에요...?,
17284,루머면 루먼데 이게 루머가 아니고 사실이면 삼성은 외계인을 데려와 고문하는게 아니고 외계인을 양육하는겁니다,
17285,헐..루머라도 곧 현실될듯여,
17286,매년 새로운거 내느라고 힘들겠다ㅋㅋㅜㅜ,
17287,"삼성 : 아 루먼데,, (부담)",
17288,이런거 그만 만들고 오픈형 무선 이어폰 만들어줬음 좋겠네요,
17289,이쯤되면 외계인도 즐기는 수준,
17290,우왕...우리나라 기업이라는게 자랑스럽..!!!,
17291,또 외계인을 얼마나 납치한거죠... 루머라도 실현될 각,
17292,갤럭시가 최고입니다.,
17293,"아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ닉넴 너무 완벽한것,,,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",
17294,아닠ㅋㅋㅋ 닉넴과 프사는 갤럭신데 엘지유저라닠ㅋㅋㅋㅋㅋㅌㅌㅋ,
17295,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17296,갤럭시 닉과 프사를 갖고 계시는데 엘지폰을 사용하시고 갤럭시를 칭찬하고 계시네요........?ㅋㅋㅋㅋㅋㅋㅋㅋ,
17297,엘지유젘ㅋㅋㅋㅋㅋㅋㅋㅋ,
17298,너무 웃겨욬ㅋㅋㅋㅋㅋ큐ㅠㅠ,
17299,ㅋㅋㅋㅋㅋㅋㅋㅋ 저런드립은 대체 어디서 배우는거에욬ㅋㅋㅋ,
17300,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 너무 웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17301,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17302,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17303,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17304,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17305,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17306,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㄲㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋ,
17307,아니 이건ㅋㅋㅋㅋㅋㅋㄱㄱㅋㅋㅋ 너무 웃겨욬ㅋㅋㅋㅋㅋㅋㅋㅋ,
17308,ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17309,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 닉넴 멋져욬ㅋㅋㅋㅋㅋㅋㅋ,
17310,아니 ㅜㅜㅜㅜㅜㅜ 닉넴이랑 프사 보이실때마다 너무 웃겨서 피식했는데 이거는 진짜 터졌어여 ㅜㅜㅜㅜㅜㅜㅜ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17311,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17312,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ와중에 왜 엘지폰 쓰시는데욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17313,그건... 제가 팔랑귀라서요,
17314,와 첫댓인것도 너무 완벽한 조화..,
17315,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17316,ㅋㅋㅋㅋㅋ 갤럭시를 줄게인데 엘지펀유저라곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17317,아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17318,아니 재드래곤님아니십니꽈,
17319,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17320,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17321,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엘지 폰 사용하는게 킬포 ㅋㅋㅋㅋㅋ,
17322,ㅋㅋㅋㅋㅋㅋㅋㅋ,
17323,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17324,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엘지폰 유저시군욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ눈물나욬ㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠ,
17325,닉넴과 댓글 너무나 완벽합니다ㅋㅋㅋㅋㅋㅋ근데 꼬리글이ㅋㅋㅋㅋ엘지폰 쓰시는군요ㅋㄱㅋㄱ,
17326,제삼촌해주세요!!!ㅋㅋㅋ,
17327,닉이 너무 웃겨요ㅠㅠㅜㅠㅠㅠㅠㅠㅠㅠㅠ 갤럭시에 시가 C인것도 웃겨요ㅠㅠㅠㅠㅠ,
17328,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌ,
17329,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 닉넴ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17330,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17331,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17332,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17333,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아낰ㅋㅋㅋㅋㅋ,
17334,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갓럭시 하트하트 갓재용님충성충성,,",
17335,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17336,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17337,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17338,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아ㅠㅠㅠ,
17339,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17340,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ울어욬ㅋㅋ,
17341,아 갤럭시를 주시고 엘지폰을 사용하시는 건가요? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무 웃겨욬ㅋㅌㅋㅋ큐ㅠㅠ,
17342,아니 이게 무슨 ㅋㄱㅋㄱㅋㄱㅋㅋㄲㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋㄲㅋㅋ,
17343,ㅋㅋㅋㅌㅌㅌㅌㅋㅋㅋ,
17344,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17345,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17346,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17347,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17348,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17349,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17350,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17351,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17352,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17353,노트 10인데 충전 진짜 빨라요 근데 배터리 금방금방 없어짐 ㅠ,
17354,22222,
17355,333333,
17356,그거 5g 잡는다고 그럴거에요 아마...,
17357,앗 저두 놑텐인데 혹시 얼마나 버티나요..?,
17358,저 지금 방구석 한량이라 밥먹을때 빼고 계속 폰잡고 인티하고 웹툰보고 영상보는데 하염없이 쓰면  10시간정도 지났을때 15%알림 뜨더라구요,
17359,아 저도 그정도에요!제폰 정상이군요 감사합니당ㅎㅎㅎㅎ,
17360,10시간이면...그럴만두...제 폰도 정상이었네요 ㅋㅋㅋㅋㅋ,
17361,5G 끄면 괜찮더라고요 저는 그냥 엘티이모드로 써요,
17362,혹시 5g 어떻게 끄나요?저도 끄고싶은데ㅠㅠㅠ,
17363,저도 궁금해서 찾아봤는데 설정에 연결 > 모바일 네트워크에 있네요!,
17364,네트워크 방식에서 바꾸시면됩니당,
17365,헉 너무 감사합니다ㅠㅠㅠㅠㅠㅠㅠㅠ❤,
17366,헐 저도 베터리 너무 빨리 닳아서 왜그러나했드니 감삼다유ㅠㅠㅠㅠㅠ,
17367,박대리 충전 짱빨라서 좋아욤,
17368,고속충전 뭔가 빨리 충전되는만큼 빨리 소모되요,
17369,애플 11프로인데 충전도 빨리 되고 오래가는뎅...,
17370,2222 마자여 자면서 충전 안 하고 일어낫서 준비 하면서 충전해도 담날 아침까지 쓸 수 잇음디다/..,
17371,마자요마자요 헤헤,
17372,프로는 고속충전기 맞아요~!,
17373,넹넹 알고 있어용! 아이폰 충전 좀 안 좋게 얘기하는 듯 해서 저는 실제 사용해 본 결과로서는 좋아서 달았습니당ㅎㅎ,
17374,3333 애플 11프로도 1시간에 완충되는디.....,
17375,역시는 걘역시,
17376,와중에 원가절감 싸가지란 말 넘 웃기다 ㅠ 싸가지인걸 알지만 사랑ㅎㅐ ㅇㅐ ㅍㅡㄹ..,
17377,11푸로 유저인데 진짜 베터리 오래가요 이틀동안 풀로 사용한적도 있어요..,
17378,진짜 오래갑니당ㅠㅠㅠ,
17379,ㄹㅇ 진짜 빨라요 밤에 충전까먹구 자도 아침준비하면서,
17380,애플은 충전기도 완전 비싸서 그냥 일반 쓰는중...,
17381,갤S10 5G 작년 8월? 9월쯤에 샀는데 충전 정말 빠르고 배터리도 오래갔었어요 근데 지금은 충전은 빨리 되지만 그만큼 빨리 닳는 느낌이에요,
17382,222222222,
17383,저는 아직 괜찮은데 조심해야겠네용...,
17384,갤럭시 원래 이러는 거 알고 있었으니까 충전 100 되기 전에 충전기 뽑아놓고 나름 조심해서 쓴다 해도 이러네요... ㅋㅋ 조심히 쓰세요...,
17385,알려주셔서 감사합니당..ㅠㅅㅠ,
17386,저두용 ㅠㅠ,
17387,원래 배터리수명이있어서 배터리수명닳아서그런걸꺼에요 갤럭시만 그런거아니에요...,
17388,아이폰 쓸 때는 이렇게 단 기간에 빨리 닳진 않았어요,
17389,삼성페이일줄...알았어욬ㅋㅋ,
17390,개싸 가지 말이 넘 찰지다ㅋㅋㅋㅋ,
17391,개싸가지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
17392,갈아탈까 ㅋㅋㅋㅋㅋ,
17393,아니요갤럭시 쓰는데 사진 찍을 때마다 의욕이 사라져요... 배터리 빨리 닳아도 좋으니 아이폰으로 어서 갈아타고싶네요,
17394,앜ㅋㅋㅋㅋㅋㅋ 단호하시네욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ곀ㅋㅋㅋㅋ,
17395,"저 아이폰11 아이패드미니5에 들어있던 충전기 쓰는데 빨라요 ,,, 갤10 고속충전기 쓰다 넘어왔는데도 빠르다고 생각해요",
17396,놑텐플인데 진짜 빨리충전돼서 넘좋아용,
17397,S10e인데 빨라서 ㄹㅇ 좋아요,
17398,노트8은 웁니다...,
17399,애플 진짜 호갱으로 보는 듯..,
17400,충전 진짜 엄청 빨라욤ㅎㅎ,
17401,고장남 따흐흥 ㅠ,
17402,30퍼이후로 겁나 훅훅 닳아여 그전은 괜첞음,
17403,그래수 아이패드 사면서 들어있던 충전기루다가 충전합니당 ㅠ 그래도 사랑해 텐알 배터리 괴물...,
17404,텐알 진짜 배터리 괴물,
17405,텐에스는 뭐지 근데 충천 느리다는 느낌은 없어요 전폰 노트옸는뎅,
17406,충전 빠른데 확실히 닳은 속도도 빠른 것 같아요 제가 생각하는 갤럭시의 최고 장점은 삼페가 아닐까 싶습니다 삼성페이 상상 그 이상으로 편해서요 출금도 되고 모바일 결제는 지문 한 번이면 끝나고ㅠㅠ 아마 전 평생 갤럭시 쓸 것 같아요,
17407,아이폰11 프로랑 비교해서 보급형이지 백마넌쯤 하니까 싼 것도 아닌데ㅜ 안넣어줘서 짜증났어요,
17408,아이폰 텐 유저 그래서 아이패드 충전기로 충전합니다 ㅠㅠ...,
17409,근데 그렇게 충전해도 되나요?? 저는 친구가 아이패드 충전기로 폰 충전하면 배터리 부풀 수 있다길래 안하고 있는데 모르겠네여..,
17410,넵 전혀 문제 없어요 역으로 아이폰 충전기로 아이패드 충전하면 안 좋은 걸로 알고 있어요 저는...!,
17411,헉 전 그렇게는 많이 했었는데ㅋㅋㅋㅋㅋㅋㅜㅜㅜㅜ 어디 막 뚜렷하게 설명이 나와 있는게 아니라 몰랐네요ㅠㅠ...,
17412,헉 그럼 빨리 되나유?!,
17413,개사가지ㅋㅋㅋㅋㅋ넘 웃김ㅋㅋㅋㅋㅋㅋ저 그래서 가끔 아이패드 충전기로 충전해여...,
17414,저는 아이폰인데 딱히 안좋다는걸 못느껴요.. 삼성 안쓴지 몇년돼서 그런가.. 일단 한번 충전하면 며칠 거뜬하게 쓰기 때문에..,
17415,고속충전완전좋어요.... ㅠ구매 할인이벤트로 고속무선충전되는 보조배터리 5찬원에 사서 잘쓰는중임니다,
17416,삼...성페이... 좋아요...,
17417,222,
17418,애플 다신 안써..,
17419,앱등이인데 ㅇㅈ,
17420,아이폰8 쓰는데 충전 빠르고 3년째 쓰는데 배터리 빨리 안없어져요! 좋아용,
17421,삼성페이인가 하고 들어왔는데.. 충전은 그닥 노상관이에여.. 애플페이 좀 어떻게 해보렴 애플아!!,
17422,아이폰xr 쓰는데 배터리 깡패 수준이라 충전 한번 하면 며칠씩 써서 딱히 불편함 못 느끼겠어요 핸드폰 바꾸고 밖에 나갈때 보조배터리 들고 나간적 없음,
17423,갤럭시는 못생겨써욤,
17424,갤럭시 디자인만 영하게 뽑아주면 갈아탈 의향 10000프로...,
17425,심지어 케이블 ㅋㅋㅋㅋ 아이폰은 2만원 받아먹고 긴 건 더 비싸게 받는데 옛날 갤럭시는 3500원이에요,
17426,인덕션 되기 전에 놑10으로 갈아탄게 신의 한 수 ㅠ 디자인도 맘에 들고 기능 다 좋음,
17427,충전 진짜 빠르고 아이폰보다 가벼워용,
17428,인졍인졍,
17429,애플 안 살거에용,
17430,어제 에어팟 프로 샀는데 충전기 없고 케이블만 있어서 상자 한참 찾아봄.......솔직히 33만원짜리 이어폰에 충전기 하나 없다는 게 말이 되냐....원가 절감 너무 심함,
17431,ㄹㅇ 핸드폰 한두푼하는 것도 아닌데 그깟 충전기 하나를...,
17432,"오,,저는 갤s9플인데 이거충전기도 충전빨리 잘되용",
17433,"지금보니 패스트 충전이라고 전혀잇네잉,,",
17434,갤럭시 고속충전 사랑해,
